+-------------------------------+-------------+-------------+-----------------------+--------------+-----------------------+-----------+----------------+-----+-------+-------------------+---------------+---------------+
|              site             |  analytics  | web-servers | javascript-frameworks | tag-managers | programming-languages | databases | web-frameworks | cms | blogs | operating-systems | miscellaneous | video-players |
|       buzztransport.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        firstvpsone.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          homelust.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           menepe.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       descargasporno.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        sexypenguins.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          kinstec.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|   compasspropertiesegypt.com  | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          sexylist.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        floresderaff.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        lillycharme.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|       world-amateurs.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         librinews.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           avcnv.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        popscandals.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           segbm.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       myfirstanalsex.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        pussypirates.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          salon-e.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          videothe.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       breastfantasy.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       piercedaniels.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        pornoustasi.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        purringkitty.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       badgirlsporno.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        hostpagenet.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          macerise.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        schoolbypass.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|     thetutoradvantage.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           imfllc.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          bmtrail.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          bolobhi.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         mispoglio.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           xxx2u.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      actionpersonals.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         boliviahot.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          livesexz.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|            eubj.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        maturesmixed.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           kvisu.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      adriennemanning.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          porncine.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      sexydelhiescorts.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|      atlantichydrogen.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           secne.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       hispanonetwork.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           trtmt.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         fuck4ever.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         creamcunts.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         hentaitale.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         geilneuken.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        flaviabrasil.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         stoyaporn.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          jlcphoto.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        maskedproxy.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         analspass.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         inomarkets.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          swishin.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      canadiansexstore.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        videopompini.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     xxxxstreamingporn.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        brownbrigade.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          asshoes.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        hornydoctors.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       videospornoxx.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        getgalleries.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       russianharmony.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          watersb.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     hardcorehousewives.com    | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          gegesee.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      thathealthcoach.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          jnrenren.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         sexonlife.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       pornostjerner.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      planculneuchatel.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          otoyigit.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       devstvennitsy.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         elanagency.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          guiasexo.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           oreico.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        urinenation.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          javshop.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        urinedreams.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           vniira.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           yjtoy.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        sexwebspace.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         priapisme.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       projectcomics.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        madamstories.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           x-fuck.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          nonbeing.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         kamarmusik.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           dietsg.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        teenquizzes.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       voyeurcamlive.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         virgens18.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           xjbjp.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       discreetmates.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          hlisting.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        justboobies.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         analdream.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      digitalpornstars.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          hashstop.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         tube4adult.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         assjamming.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          thepoon.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         monicahot.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        adultexotic.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      picturepictures.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        hotboxoffice.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       blakemarshall.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         bootycake.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          lolaland.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      teenageamateurs.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       vibratorshouse.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        ericacharles.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           caoig.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         premiumass.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           860554.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        madresources.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         inadinasex.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         sexysupply.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         nemacademy.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         adulthowto.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           modluk.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       beforeyousext.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          live666.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         ravenstory.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        martylaster.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        adulttonight.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        thestylerich.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|          weideweb.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|      strictlylingerie.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|           sexomg.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        sgfotografos.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|          chathase.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          buttbay.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         indiantop.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|         10000girls.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        doublediper.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        passionmall.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        sucksexfull.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        hiddenindia.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           kuyaka.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         filthywife.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          colleenk.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          immorale.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           seduf.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|      plancullausanne.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       uktransexuals.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        braandthong.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          happyhoe.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           imomot.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|           xzhjy.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         nylonsites.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|         poruntubo.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         mega-files.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           bjpov.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         sexdesigns.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          buttfuk.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          pakserve.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        installsmart.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          biblonde.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           maihz.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        asianarchive.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           tnteen.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         hardgaymen.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|     modernhomesteader.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        tiffanytees.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           cumbiz.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        firstlesbian.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        teenspanties.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       biggesttravel.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|        giusyannunci.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        fotoschicas.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          cashdiva.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           69guy.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        cyberlesbian.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       dianalaurence.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         babemodels.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         latincocks.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          poorteen.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          sexnexus.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          weebuzz.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         easybypass.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      skinnysupergirls.com     | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        orientlover.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        chosenproxy.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         videolots.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           sexene.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           szdefu.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          bidiporn.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|       bigebonyboobs.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          sumosex.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
|       devonpictures.com       | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|      smalltimeskates.com      | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          ubergay.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         spicedout.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|         teenmuseum.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        starlarocks.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|           attmm.com           | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          galeno21.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|        badgirlsxxx.com        | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          quetesao.com         | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |               |
|          feigele.com          | StatCounter |     IIS     |         jQuery        |              |                       |           |                |     |       |   Windows Server  |               |    YouTube    |
